target_id,name,img,description,link,category_id
1,6 BEDROOM Link Detached House,30183_10806_CWR080609283_IMG_00_0000.jpeg,Foxfield, Milton Keynes £750000,https://www.rightmove.co.uk/properties/115138208?utm_campaign=property-details&utm_content=buying&utm_medium=sharing&utm_source=copytoclipboard#/&channel=RES_BUY,3
2,616麥子,616.png,1/F, The Hart, 4 Hart Avenue, Tsim Sha Tsui Tel: TELEPHONE 90374146,https://www.openrice.com/en/hongkong/r-616%E9%BA%A5%E5%AD%90-tsim-sha-tsui-hong-kong-style-hot-pot-r555654,2
